,hidro_level_m1,precip_acumu_sm,hidro_level_sm
2023-06-20 00:00:00,1.59,0.0,5.28
2023-06-20 03:00:00,2.96,0.0,5.29
2023-06-20 06:00:00,2.42,0.0,5.28
2023-06-20 09:00:00,1.14,0.0,5.32
2023-06-20 12:00:00,1.66,5.22,5.4
2023-06-20 15:00:00,2.96,0.05,5.41
2023-06-20 18:00:00,2.43,0.0,5.35
2023-06-20 21:00:00,0.98,0.0,5.31
2023-06-21 00:00:00,1.3,0.0,5.3
2023-06-21 03:00:00,2.78,0.0,5.3
2023-06-21 06:00:00,2.7,0.0,5.34
2023-06-21 09:00:00,1.38,0.14,5.38
2023-06-21 12:00:00,1.43,0.48,5.44
2023-06-21 15:00:00,2.74,1.32,5.49
2023-06-21 18:00:00,2.68,0.0,5.47
2023-06-21 21:00:00,1.22,0.0,5.38
2023-06-22 00:00:00,1.07,0.1,5.31
2023-06-22 03:00:00,2.5,0.0,5.27
2023-06-22 06:00:00,2.88,0.0,5.28
2023-06-22 09:00:00,1.65,0.06,5.33
2023-06-22 12:00:00,1.24,0.0,5.4
2023-06-22 15:00:00,2.45,0.0,5.4
2023-06-22 18:00:00,2.78,0.0,5.38
2023-06-22 21:00:00,1.52,0.0,5.32
2023-06-23 00:00:00,0.96,0.0,5.27
2023-06-23 03:00:00,2.2,0.0,5.22
2023-06-23 06:00:00,2.92,0.0,5.22
2023-06-23 09:00:00,1.94,0.0,5.22
2023-06-23 12:00:00,1.2,0.44,5.19
2023-06-23 15:00:00,2.15,0.0,5.14
2023-06-23 18:00:00,2.81,0.11,5.11
2023-06-23 21:00:00,1.85,0.0,5.1
2023-06-24 00:00:00,1.0,0.0,5.25
2023-06-24 03:00:00,1.92,0.0,5.26
2023-06-24 06:00:00,2.9,0.0,5.13
2023-06-24 09:00:00,2.27,0.37,5.06
2023-06-24 12:00:00,1.36,0.0,5.07
2023-06-24 15:00:00,1.88,0.0,5.09
2023-06-24 18:00:00,2.71,0.0,5.08
2023-06-24 21:00:00,2.2,0.35,5.05
2023-06-25 00:00:00,1.25,0.05,5.02
2023-06-25 03:00:00,1.68,0.0,5.01
2023-06-25 06:00:00,2.75,0.0,5.11
2023-06-25 09:00:00,2.56,0.0,5.27
2023-06-25 12:00:00,1.52,0.0,5.24
2023-06-25 15:00:00,1.63,0.32,5.14
2023-06-25 18:00:00,2.5,0.0,5.04
2023-06-25 21:00:00,2.37,0.0,4.99
2023-06-26 00:00:00,1.45,0.0,4.97
2023-06-26 03:00:00,1.47,0.0,4.95
2023-06-26 06:00:00,2.51,0.0,4.95
2023-06-26 09:00:00,2.69,0.0,4.95
2023-06-26 12:00:00,1.72,0.87,4.97
2023-06-26 15:00:00,1.46,0.78,4.97
2023-06-26 18:00:00,2.27,0.0,4.93
2023-06-26 21:00:00,2.5,0.0,4.93
2023-06-27 00:00:00,1.69,0.0,5.05
2023-06-27 03:00:00,1.4,0.0,5.27
2023-06-27 06:00:00,2.3,0.0,5.28
2023-06-27 09:00:00,2.8,0.0,5.25
2023-06-27 12:00:00,1.99,1.12,5.22
2023-06-27 15:00:00,1.36,0.0,5.27
2023-06-27 18:00:00,1.96,0.0,5.36
2023-06-27 21:00:00,2.57,0.0,5.36
2023-06-28 00:00:00,2.01,0.0,5.28
2023-06-28 03:00:00,1.37,0.0,5.21
2023-06-28 06:00:00,2.01,0.0,5.19
2023-06-28 09:00:00,2.82,0.21,5.21
2023-06-28 12:00:00,2.34,0.13,5.24
2023-06-28 15:00:00,1.4,0.0,5.25
2023-06-28 18:00:00,1.64,0.0,5.17
2023-06-28 21:00:00,2.51,0.0,5.08
2023-06-29 00:00:00,2.36,0.0,5.04
2023-06-29 03:00:00,1.52,0.0,5.01
2023-06-29 06:00:00,1.71,0.0,5.0
2023-06-29 09:00:00,2.71,0.15,5.0
2023-06-29 12:00:00,2.65,2.07,5.01
2023-06-29 15:00:00,1.54,14.42,4.96
2023-06-29 18:00:00,1.3,0.8,4.9
2023-06-29 21:00:00,2.27,0.0,4.88
2023-06-30 00:00:00,2.6,0.0,4.9
2023-06-30 03:00:00,1.71,0.0,5.0
2023-06-30 06:00:00,1.42,0.0,5.06
2023-06-30 09:00:00,2.43,0.0,5.03
2023-06-30 12:00:00,2.9,0.0,5.07
2023-06-30 15:00:00,1.81,0.0,5.1
2023-06-30 18:00:00,1.04,0.3,5.13
2023-06-30 21:00:00,1.92,0.43,5.12
2023-07-01 00:00:00,2.78,0.0,5.1
2023-07-01 03:00:00,2.02,0.0,5.07
2023-07-01 06:00:00,1.23,0.35,5.02
2023-07-01 09:00:00,2.05,0.09,4.97
2023-07-01 12:00:00,3.02,0.21,4.96
2023-07-01 15:00:00,2.2,0.0,4.93
2023-07-01 18:00:00,0.95,0.11,4.89
2023-07-01 21:00:00,1.51,0.6,4.88
2023-07-02 00:00:00,2.82,0.0,4.88
2023-07-02 03:00:00,2.44,0.0,4.88
2023-07-02 06:00:00,1.22,0.0,4.86
2023-07-02 09:00:00,1.64,0.0,4.87
2023-07-02 12:00:00,3.01,0.17,4.88
2023-07-02 15:00:00,2.69,0.71,4.9
2023-07-02 18:00:00,1.08,0.97,4.85
2023-07-02 21:00:00,1.09,0.0,4.85
2023-07-03 00:00:00,2.67,0.0,4.88
2023-07-03 03:00:00,2.86,2.25,4.99
2023-07-03 06:00:00,1.41,0.46,5.22
2023-07-03 09:00:00,1.2,0.4,5.72
2023-07-03 12:00:00,2.74,22.57,5.86
2023-07-03 15:00:00,3.07,1.33,5.86
2023-07-03 18:00:00,1.4,0.0,5.73
2023-07-03 21:00:00,0.72,0.0,5.66
2023-07-04 00:00:00,2.29,0.0,5.79
2023-07-04 03:00:00,3.21,0.0,5.94
2023-07-04 06:00:00,1.87,0.0,5.98
2023-07-04 09:00:00,1.0,0.29,6.03
2023-07-04 12:00:00,2.31,0.11,6.09
2023-07-04 15:00:00,3.38,0.13,6.08
2023-07-04 18:00:00,2.02,0.6,6.0
2023-07-04 21:00:00,0.6,0.0,5.87
2023-07-05 00:00:00,1.78,0.0,5.73
2023-07-05 03:00:00,3.38,0.0,5.61
2023-07-05 06:00:00,2.49,0.0,5.48
2023-07-05 09:00:00,0.91,0.06,5.37
2023-07-05 12:00:00,1.72,0.25,5.32
2023-07-05 15:00:00,3.34,13.44,5.29
2023-07-05 18:00:00,2.58,2.05,5.25
2023-07-05 21:00:00,0.7,1.81,5.16
2023-07-06 00:00:00,1.18,0.0,5.15
2023-07-06 03:00:00,3.12,0.0,5.27
2023-07-06 06:00:00,3.0,0.0,5.65
2023-07-06 09:00:00,1.18,0.0,5.98
2023-07-06 12:00:00,1.21,0.07,6.05
2023-07-06 15:00:00,2.97,0.0,6.22
2023-07-06 18:00:00,3.01,1.43,6.35
2023-07-06 21:00:00,1.11,0.23,6.22
2023-07-07 00:00:00,0.77,0.07,6.03
2023-07-07 03:00:00,2.66,5.02,5.81
2023-07-07 06:00:00,3.31,27.36,5.72
2023-07-07 09:00:00,1.64,20.78,5.78
2023-07-07 12:00:00,0.89,0.0,5.89
2023-07-07 15:00:00,2.45,0.22,5.89
2023-07-07 18:00:00,3.21,0.0,5.92
2023-07-07 21:00:00,1.63,0.0,5.81
2023-07-08 00:00:00,0.64,0.3,5.68
2023-07-08 03:00:00,2.12,0.25,5.59
2023-07-08 06:00:00,3.41,0.0,5.57
2023-07-08 09:00:00,2.22,0.0,5.51
2023-07-08 12:00:00,0.92,0.17,5.49
2023-07-08 15:00:00,1.91,0.0,5.54
2023-07-08 18:00:00,3.12,0.0,5.6
2023-07-08 21:00:00,2.17,0.0,5.63
2023-07-09 00:00:00,0.82,0.0,5.83
2023-07-09 03:00:00,1.61,0.0,5.89
2023-07-09 06:00:00,3.2,0.0,5.84
2023-07-09 09:00:00,2.74,0.66,5.82
2023-07-09 12:00:00,1.2,0.34,5.79
2023-07-09 15:00:00,1.41,0.03,5.71
2023-07-09 18:00:00,2.82,0.0,5.66
2023-07-09 21:00:00,2.63,0.33,5.62
2023-07-10 00:00:00,1.23,0.0,5.54
2023-07-10 03:00:00,1.26,0.0,5.59
2023-07-10 06:00:00,2.82,0.0,5.71
2023-07-10 09:00:00,3.07,0.06,5.83
2023-07-10 12:00:00,1.66,1.91,5.84
2023-07-10 15:00:00,1.19,0.29,5.88
2023-07-10 18:00:00,2.38,2.59,6.12
2023-07-10 21:00:00,2.85,0.0,6.38
2023-07-11 00:00:00,1.76,0.0,6.5
2023-07-11 03:00:00,1.24,0.0,6.43
2023-07-11 06:00:00,2.39,0.0,6.33
2023-07-11 09:00:00,3.18,0.0,6.38
2023-07-11 12:00:00,2.13,2.57,6.46
2023-07-11 15:00:00,1.2,0.12,6.36
2023-07-11 18:00:00,1.94,0.0,6.21
2023-07-11 21:00:00,2.86,0.0,6.15
2023-07-12 00:00:00,2.25,0.0,6.07
2023-07-12 03:00:00,1.34,0.0,5.97
2023-07-12 06:00:00,1.95,0.0,5.93
2023-07-12 09:00:00,3.01,0.5,5.91
2023-07-12 12:00:00,2.55,0.0,5.91
2023-07-12 15:00:00,1.37,0.73,6.15
2023-07-12 18:00:00,1.56,0.0,6.33
2023-07-12 21:00:00,2.64,0.0,6.27
2023-07-13 00:00:00,2.64,0.0,6.18
2023-07-13 03:00:00,1.62,0.0,6.12
2023-07-13 06:00:00,1.65,0.48,6.11
2023-07-13 09:00:00,2.72,0.09,6.13
2023-07-13 12:00:00,2.85,0.55,6.2
2023-07-13 15:00:00,1.68,0.0,6.24
2023-07-13 18:00:00,1.28,0.0,6.39
2023-07-13 21:00:00,2.27,0.0,6.81
2023-07-14 00:00:00,2.86,0.26,6.78
2023-07-14 03:00:00,2.03,0.0,7.15
2023-07-14 06:00:00,1.48,0.0,7.73
2023-07-14 09:00:00,2.33,0.15,7.89
2023-07-14 12:00:00,3.0,4.36,7.8
2023-07-14 15:00:00,2.13,1.2,7.54
2023-07-14 18:00:00,1.17,2.98,7.29
2023-07-14 21:00:00,1.85,9.63,7.17
2023-07-15 00:00:00,2.89,38.84,7.19
2023-07-15 03:00:00,2.42,3.52,7.31
2023-07-15 06:00:00,1.41,0.95,7.74
2023-07-15 09:00:00,1.93,0.0,7.96
2023-07-15 12:00:00,2.97,0.23,8.01
2023-07-15 15:00:00,2.5,0.87,7.85
2023-07-15 18:00:00,1.21,0.0,7.59
2023-07-15 21:00:00,1.45,0.0,7.42
2023-07-16 00:00:00,2.72,0.0,7.32
2023-07-16 03:00:00,2.69,0.0,7.17
2023-07-16 06:00:00,1.5,0.0,7.02
2023-07-16 09:00:00,1.53,0.1,6.97
2023-07-16 12:00:00,2.74,0.67,6.93
2023-07-16 15:00:00,2.75,0.16,6.79
2023-07-16 18:00:00,1.39,0.07,6.62
2023-07-16 21:00:00,1.1,0.0,6.56
2023-07-17 00:00:00,2.43,0.77,6.66
2023-07-17 03:00:00,2.87,0.0,6.68
2023-07-17 06:00:00,1.71,0.0,6.77
2023-07-17 09:00:00,1.28,0.0,7.02
2023-07-17 12:00:00,2.46,1.16,7.06
2023-07-17 15:00:00,2.93,0.06,6.89
2023-07-17 18:00:00,1.65,0.0,6.71
2023-07-17 21:00:00,0.89,0.0,6.6
2023-07-18 00:00:00,2.12,0.0,6.51
2023-07-18 03:00:00,2.98,0.0,6.42
2023-07-18 06:00:00,1.98,0.0,6.34
2023-07-18 09:00:00,1.17,0.26,6.3
2023-07-18 12:00:00,2.16,0.05,6.25
2023-07-18 15:00:00,3.04,0.0,6.19
2023-07-18 18:00:00,1.96,0.0,6.12
2023-07-18 21:00:00,0.86,0.0,6.03
2023-07-19 00:00:00,1.77,0.0,5.93
2023-07-19 03:00:00,3.0,0.0,5.88
2023-07-19 06:00:00,2.29,0.0,5.83
2023-07-19 09:00:00,1.14,0.15,5.78
2023-07-19 12:00:00,1.85,0.59,5.75
2023-07-19 15:00:00,3.04,0.0,5.83
2023-07-19 18:00:00,2.29,0.0,5.83
2023-07-19 21:00:00,0.93,0.0,5.75
2023-07-20 00:00:00,1.51,0.0,5.69
2023-07-20 03:00:00,2.94,0.0,5.65
2023-07-20 06:00:00,2.59,0.0,5.63
2023-07-20 09:00:00,1.27,0.12,5.71
2023-07-20 12:00:00,1.6,4.86,5.81
2023-07-20 15:00:00,2.95,1.07,5.83
2023-07-20 18:00:00,2.6,0.0,5.8
2023-07-20 21:00:00,1.14,0.0,5.76
2023-07-21 00:00:00,1.31,0.0,5.72
2023-07-21 03:00:00,2.79,0.0,5.66
2023-07-21 06:00:00,2.86,0.0,5.62
2023-07-21 09:00:00,1.49,0.0,5.57
2023-07-21 12:00:00,1.37,0.0,5.55
2023-07-21 15:00:00,2.71,0.0,5.53
2023-07-21 18:00:00,2.82,0.0,5.54
2023-07-21 21:00:00,1.37,0.0,5.52
2023-07-22 00:00:00,1.13,0.0,5.5
2023-07-22 03:00:00,2.54,0.0,5.48
2023-07-22 06:00:00,3.0,0.0,5.49
2023-07-22 09:00:00,1.75,0.07,5.47
2023-07-22 12:00:00,1.22,0.8,5.43
2023-07-22 15:00:00,2.44,0.0,5.42
2023-07-22 18:00:00,2.9,0.0,5.45
2023-07-22 21:00:00,1.63,0.0,5.46
2023-07-23 00:00:00,1.01,0.0,5.59
2023-07-23 03:00:00,2.22,0.12,5.71
2023-07-23 06:00:00,3.05,0.0,5.82
2023-07-23 09:00:00,2.01,0.08,5.81
2023-07-23 12:00:00,1.13,0.1,5.81
2023-07-23 15:00:00,2.05,0.57,5.91
2023-07-23 18:00:00,2.92,0.0,5.96
2023-07-23 21:00:00,1.97,0.0,5.86
2023-07-24 00:00:00,1.08,0.0,5.73
2023-07-24 03:00:00,1.97,0.0,5.63
2023-07-24 06:00:00,3.02,0.0,5.6
2023-07-24 09:00:00,2.34,0.0,5.64
2023-07-24 12:00:00,1.23,1.11,5.72
2023-07-24 15:00:00,1.79,0.0,5.75
2023-07-24 18:00:00,2.81,4.93,5.72
2023-07-24 21:00:00,2.25,1.65,5.67
2023-07-25 00:00:00,1.2,0.0,5.62
2023-07-25 03:00:00,1.68,0.0,5.62
2023-07-25 06:00:00,2.88,0.19,5.64
2023-07-25 09:00:00,2.59,0.24,5.64
2023-07-25 12:00:00,1.38,0.0,5.6
2023-07-25 15:00:00,1.48,0.0,5.56
2023-07-25 18:00:00,2.54,0.0,5.53
2023-07-25 21:00:00,2.44,0.0,5.49
2023-07-26 00:00:00,1.43,0.0,5.45
2023-07-26 03:00:00,1.49,0.0,5.4
2023-07-26 06:00:00,2.63,0.0,5.5
2023-07-26 09:00:00,2.75,0.11,6.07
2023-07-26 12:00:00,1.65,0.16,6.14
2023-07-26 15:00:00,1.33,0.0,5.92
2023-07-26 18:00:00,2.26,0.0,5.8
2023-07-26 21:00:00,2.6,0.0,5.68
2023-07-27 00:00:00,1.75,0.0,5.56
2023-07-27 03:00:00,1.4,0.0,5.46
2023-07-27 06:00:00,2.32,0.0,5.48
2023-07-27 09:00:00,2.85,0.0,6.04
2023-07-27 12:00:00,2.0,0.1,6.14
2023-07-27 15:00:00,1.25,0.11,5.81
2023-07-27 18:00:00,1.87,0.0,5.54
2023-07-27 21:00:00,2.62,0.0,5.46
2023-07-28 00:00:00,2.11,0.0,5.38
2023-07-28 03:00:00,1.39,0.0,5.32
2023-07-28 06:00:00,1.91,0.0,5.28
2023-07-28 09:00:00,2.82,0.08,5.29
2023-07-28 12:00:00,2.37,0.0,5.27
2023-07-28 15:00:00,1.31,0.0,5.22
2023-07-28 18:00:00,1.45,0.0,5.18
2023-07-28 21:00:00,2.46,0.28,5.14
2023-07-29 00:00:00,2.45,1.45,5.13
2023-07-29 03:00:00,1.55,0.0,5.12
2023-07-29 06:00:00,1.54,0.0,5.1
2023-07-29 09:00:00,2.6,0.0,5.1
2023-07-29 12:00:00,2.71,4.0,5.12
2023-07-29 15:00:00,1.57,12.83,5.14
2023-07-29 18:00:00,1.11,0.56,5.16
2023-07-29 21:00:00,2.12,0.94,5.17
2023-07-30 00:00:00,2.72,0.0,5.17
2023-07-30 03:00:00,1.84,0.0,5.12
2023-07-30 06:00:00,1.24,0.0,5.08
2023-07-30 09:00:00,2.2,0.0,5.06
2023-07-30 12:00:00,2.94,0.0,5.06
2023-07-30 15:00:00,1.96,0.0,5.03
2023-07-30 18:00:00,0.89,0.17,5.0
2023-07-30 21:00:00,1.64,0.49,4.98
2023-07-31 00:00:00,2.82,0.0,5.08
2023-07-31 03:00:00,2.25,0.0,5.16
2023-07-31 06:00:00,1.1,0.0,5.12
2023-07-31 09:00:00,1.68,0.0,5.11
2023-07-31 12:00:00,2.99,0.07,5.14
2023-07-31 15:00:00,2.46,0.0,5.13
2023-07-31 18:00:00,0.9,0.0,5.19
2023-07-31 21:00:00,1.11,0.0,5.23
2023-08-01 00:00:00,2.75,0.0,5.17
2023-08-01 03:00:00,2.76,0.0,5.09
2023-08-01 06:00:00,1.24,0.0,4.98
2023-08-01 09:00:00,1.17,0.33,4.93
2023-08-01 12:00:00,2.81,0.29,4.94
2023-08-01 15:00:00,3.01,0.0,5.04
2023-08-01 18:00:00,1.23,0.0,5.05
2023-08-01 21:00:00,0.67,0.0,5.05
2023-08-02 00:00:00,2.43,0.0,5.0
2023-08-02 03:00:00,3.25,0.0,4.99
2023-08-02 06:00:00,1.68,0.06,4.89
2023-08-02 09:00:00,0.84,0.17,4.83
2023-08-02 12:00:00,2.4,0.92,4.8
2023-08-02 15:00:00,3.4,0.0,4.87
2023-08-02 18:00:00,1.77,0.0,4.85
2023-08-02 21:00:00,0.38,0.0,5.11
2023-08-03 00:00:00,1.86,0.0,5.36
2023-08-03 03:00:00,3.48,0.08,5.42
2023-08-03 06:00:00,2.28,0.0,5.3
2023-08-03 09:00:00,0.66,0.0,5.18
2023-08-03 12:00:00,1.71,0.49,5.16
2023-08-03 15:00:00,3.44,0.0,5.27
2023-08-03 18:00:00,2.4,0.0,5.41
2023-08-03 21:00:00,0.44,0.0,5.43
2023-08-04 00:00:00,1.23,0.0,5.4
2023-08-04 03:00:00,3.34,0.0,5.37
2023-08-04 06:00:00,2.88,0.0,5.34
2023-08-04 09:00:00,0.85,0.4,5.21
2023-08-04 12:00:00,1.08,0.0,5.19
2023-08-04 15:00:00,3.07,0.0,5.25
2023-08-04 18:00:00,2.88,0.0,5.31
2023-08-04 21:00:00,0.74,0.0,5.24
2023-08-05 00:00:00,0.7,0.0,5.19
2023-08-05 03:00:00,2.85,0.0,5.15
2023-08-05 06:00:00,3.29,0.0,5.22
2023-08-05 09:00:00,1.27,0.14,5.14
2023-08-05 12:00:00,0.7,0.47,5.13
2023-08-05 15:00:00,2.51,1.59,5.13
2023-08-05 18:00:00,3.16,0.0,5.25
2023-08-05 21:00:00,1.3,0.0,5.23
2023-08-06 00:00:00,0.49,0.0,5.13
2023-08-06 03:00:00,2.28,0.0,5.07
2023-08-06 06:00:00,3.42,0.0,5.11
2023-08-06 09:00:00,1.86,0.0,5.03
2023-08-06 12:00:00,0.59,0.0,4.98
2023-08-06 15:00:00,1.93,1.52,4.95
2023-08-06 18:00:00,3.16,0.0,4.97
2023-08-06 21:00:00,1.91,0.0,4.93
2023-08-07 00:00:00,0.6,0.0,4.87
2023-08-07 03:00:00,1.79,0.0,4.84
2023-08-07 06:00:00,3.28,0.0,4.88
2023-08-07 09:00:00,2.37,0.1,4.87
2023-08-07 12:00:00,0.79,0.2,4.81
2023-08-07 15:00:00,1.44,0.0,4.79
2023-08-07 18:00:00,2.92,0.0,4.78
2023-08-07 21:00:00,2.37,0.0,4.75
2023-08-08 00:00:00,0.94,0.0,4.71
2023-08-08 03:00:00,1.37,0.0,4.7
2023-08-08 06:00:00,2.91,0.0,4.73
2023-08-08 09:00:00,2.73,0.0,4.77
2023-08-08 12:00:00,1.2,0.0,4.73
2023-08-08 15:00:00,1.13,0.0,4.73
2023-08-08 18:00:00,2.5,0.0,4.71
2023-08-08 21:00:00,2.65,0.0,4.7
2023-08-09 00:00:00,1.45,0.0,4.66
2023-08-09 03:00:00,1.23,0.0,4.66
2023-08-09 06:00:00,2.46,0.0,4.68
2023-08-09 09:00:00,2.87,0.14,4.71
2023-08-09 12:00:00,1.7,1.05,4.69
2023-08-09 15:00:00,1.08,0.24,4.68
2023-08-09 18:00:00,2.03,0.0,4.66
2023-08-09 21:00:00,2.7,0.0,4.67
2023-08-10 00:00:00,1.92,0.0,4.64
2023-08-10 03:00:00,1.27,0.0,4.61
2023-08-10 06:00:00,2.01,0.0,4.63
2023-08-10 09:00:00,2.79,0.42,4.69
2023-08-10 12:00:00,2.11,0.87,4.71
2023-08-10 15:00:00,1.17,0.0,4.7
2023-08-10 18:00:00,1.56,0.0,4.68
2023-08-10 21:00:00,2.53,0.0,4.67
2023-08-11 00:00:00,2.3,0.0,4.7
2023-08-11 03:00:00,1.44,0.15,4.81
2023-08-11 06:00:00,1.58,0.0,4.89
2023-08-11 09:00:00,2.56,0.23,4.86
2023-08-11 12:00:00,2.44,0.16,4.91
2023-08-11 15:00:00,1.43,1.78,4.91
2023-08-11 18:00:00,1.25,0.0,4.84
2023-08-11 21:00:00,2.23,0.0,4.77
2023-08-12 00:00:00,2.56,0.0,4.73
2023-08-12 03:00:00,1.73,0.47,4.69
2023-08-12 06:00:00,1.34,0.0,4.67
2023-08-12 09:00:00,2.19,0.0,4.63
2023-08-12 12:00:00,2.66,0.12,4.62
2023-08-12 15:00:00,1.79,0.0,4.6
2023-08-12 18:00:00,1.1,0.0,4.57
2023-08-12 21:00:00,1.8,0.0,4.54
2023-08-13 00:00:00,2.63,0.0,4.53
2023-08-13 03:00:00,2.07,0.0,4.53
2023-08-13 06:00:00,1.26,0.0,4.52
2023-08-13 09:00:00,1.83,0.0,4.54
2023-08-13 12:00:00,2.73,0.0,4.55
2023-08-13 15:00:00,2.16,0.0,4.54
2023-08-13 18:00:00,1.08,0.0,4.52
2023-08-13 21:00:00,1.47,0.0,4.51
2023-08-14 00:00:00,2.62,0.0,4.51
2023-08-14 03:00:00,2.41,0.0,4.51
2023-08-14 06:00:00,1.3,0.0,4.49
2023-08-14 09:00:00,1.49,0.3,4.49
2023-08-14 12:00:00,2.66,0.3,4.48
2023-08-14 15:00:00,2.5,0.0,4.46
2023-08-14 18:00:00,1.18,0.0,4.42
2023-08-14 21:00:00,1.14,0.0,4.42
2023-08-15 00:00:00,2.47,0.0,4.42
2023-08-15 03:00:00,2.69,0.0,4.47
2023-08-15 06:00:00,1.47,0.0,4.47
2023-08-15 09:00:00,1.23,0.23,4.47
2023-08-15 12:00:00,2.51,0.0,4.54
2023-08-15 15:00:00,2.78,4.17,4.61
2023-08-15 18:00:00,1.41,3.87,4.59
2023-08-15 21:00:00,0.96,0.0,4.58
2023-08-16 00:00:00,2.29,0.0,4.52
2023-08-16 03:00:00,2.93,0.0,4.53
2023-08-16 06:00:00,1.77,0.0,4.54
2023-08-16 09:00:00,1.09,0.27,4.54
2023-08-16 12:00:00,2.26,2.7,4.53
2023-08-16 15:00:00,2.97,0.52,4.57
2023-08-16 18:00:00,1.74,0.0,4.55
2023-08-16 21:00:00,0.82,0.0,4.54
2023-08-17 00:00:00,1.96,0.0,4.54
2023-08-17 03:00:00,3.04,0.0,4.55
2023-08-17 06:00:00,2.04,0.0,4.51
2023-08-17 09:00:00,0.98,0.29,4.47
2023-08-17 12:00:00,1.92,0.29,4.47
2023-08-17 15:00:00,3.04,0.0,4.52
2023-08-17 18:00:00,2.06,0.0,4.5
2023-08-17 21:00:00,0.76,0.0,4.48
2023-08-18 00:00:00,1.64,0.62,4.47
2023-08-18 03:00:00,3.0,6.72,4.49
2023-08-18 06:00:00,2.28,0.48,4.5
2023-08-18 09:00:00,0.94,0.06,4.46
2023-08-18 12:00:00,1.55,0.2,4.47
2023-08-18 15:00:00,2.94,5.49,4.59
2023-08-18 18:00:00,2.33,0.0,4.7
2023-08-18 21:00:00,0.83,0.0,4.73
2023-08-19 00:00:00,1.34,0.0,4.69
2023-08-19 03:00:00,2.9,0.0,4.63
2023-08-19 06:00:00,2.6,0.0,4.61
2023-08-19 09:00:00,1.09,0.0,4.54
2023-08-19 12:00:00,1.3,0.32,4.52
2023-08-19 15:00:00,2.76,0.12,4.52
2023-08-19 18:00:00,2.58,0.0,4.53
2023-08-19 21:00:00,1.04,0.29,4.46
2023-08-20 00:00:00,1.15,0.0,4.43
2023-08-20 03:00:00,2.71,3.24,4.45
2023-08-20 06:00:00,2.84,0.01,4.53
2023-08-20 09:00:00,1.34,0.0,4.63
2023-08-20 12:00:00,1.1,0.0,5.1
2023-08-20 15:00:00,2.51,0.0,5.6
2023-08-20 18:00:00,2.79,0.0,5.57
2023-08-20 21:00:00,1.34,0.0,5.32
2023-08-21 00:00:00,1.03,0.0,5.09
2023-08-21 03:00:00,2.49,0.0,4.95
2023-08-21 06:00:00,2.99,0.0,4.92
2023-08-21 09:00:00,1.64,0.0,4.84
2023-08-21 12:00:00,0.99,0.0,4.82
2023-08-21 15:00:00,2.25,0.0,4.8
2023-08-21 18:00:00,2.87,0.0,4.76
2023-08-21 21:00:00,1.69,0.0,4.68
2023-08-22 00:00:00,0.98,0.0,4.66
2023-08-22 03:00:00,2.24,0.0,4.66
2023-08-22 06:00:00,3.05,0.0,4.68
2023-08-22 09:00:00,1.93,0.0,4.6
2023-08-22 12:00:00,1.01,0.0,4.54
2023-08-22 15:00:00,1.97,0.43,4.53
2023-08-22 18:00:00,2.87,1.18,4.53
2023-08-22 21:00:00,1.98,0.71,4.51
2023-08-23 00:00:00,1.08,0.05,4.49
2023-08-23 03:00:00,1.96,0.0,4.49
2023-08-23 06:00:00,3.01,0.0,4.57
2023-08-23 09:00:00,2.27,0.08,4.63
2023-08-23 12:00:00,1.1,0.36,4.62
2023-08-23 15:00:00,1.61,0.0,4.6
2023-08-23 18:00:00,2.71,0.0,4.6
2023-08-23 21:00:00,2.25,0.0,4.6
2023-08-24 00:00:00,1.23,0.0,4.62
2023-08-24 03:00:00,1.63,0.0,4.64
2023-08-24 06:00:00,2.76,0.0,4.63
2023-08-24 09:00:00,2.5,0.18,4.61
2023-08-24 12:00:00,1.3,0.23,4.56
2023-08-24 15:00:00,1.34,0.0,4.53
2023-08-24 18:00:00,2.38,0.0,4.52
2023-08-24 21:00:00,2.45,0.0,4.52
2023-08-25 00:00:00,1.49,0.09,4.51
2023-08-25 03:00:00,1.4,0.0,4.53
2023-08-25 06:00:00,2.41,0.0,4.51
2023-08-25 09:00:00,2.65,0.47,4.5
2023-08-25 12:00:00,1.63,0.1,4.47
2023-08-25 15:00:00,1.16,0.0,4.48
2023-08-25 18:00:00,2.01,0.0,4.49
2023-08-25 21:00:00,2.56,0.0,4.5
2023-08-26 00:00:00,1.87,0.0,4.49
2023-08-26 03:00:00,1.37,0.0,4.46
2023-08-26 06:00:00,2.04,0.08,4.42
2023-08-26 09:00:00,2.7,0.32,4.43
2023-08-26 12:00:00,2.06,1.57,4.43
2023-08-26 15:00:00,1.19,0.1,4.43
2023-08-26 18:00:00,1.57,0.0,4.42
2023-08-26 21:00:00,2.45,0.0,4.47
2023-08-27 00:00:00,2.25,0.0,4.51
2023-08-27 03:00:00,1.39,0.0,4.46
2023-08-27 06:00:00,1.57,0.0,4.41
2023-08-27 09:00:00,2.53,0.33,4.75
2023-08-27 12:00:00,2.47,0.69,5.23
2023-08-27 15:00:00,1.4,0.0,5.06
2023-08-27 18:00:00,1.19,0.0,4.78
2023-08-27 21:00:00,2.2,0.0,4.59
2023-08-28 00:00:00,2.58,0.0,4.51
2023-08-28 03:00:00,1.64,0.0,4.46
2023-08-28 06:00:00,1.19,0.0,4.42
2023-08-28 09:00:00,2.16,0.27,4.4
2023-08-28 12:00:00,2.78,0.5,4.44
2023-08-28 15:00:00,1.76,0.96,4.46
